TSNE1,TSNE2,KM_AE
1.5030667,38.376564,2
25.84297,-24.730783,0
39.128483,-20.821695,0
-16.824776,54.370045,2
-2.1753588,1.917047,0
-15.84842,-39.86925,0
23.36842,-1.140958,0
16.449516,46.334377,2
1.6458437,-21.079393,0
25.233143,49.100388,2
37.52407,48.864906,2
-6.7976894,79.7962,2
23.347864,-30.852413,0
-38.970764,-47.148186,0
-0.11554775,40.166985,2
-32.976044,-61.238155,0
-9.502797,20.29344,0
-15.471998,76.58937,2
21.94478,-0.07353847,0
1.9330006,-31.524105,0
40.620975,1.2060938,0
-9.228891,-0.11600487,0
-42.103577,6.0974846,0
-6.54749,43.01661,2
-3.8678591,55.80652,2
-17.19345,-7.107699,0
31.996332,-22.870779,0
-21.459911,-34.464287,0
-2.7757514,17.729624,0
27.158506,-14.575755,0
34.33352,-39.349438,0
21.278393,-44.83914,0
-35.971252,-60.68176,0
20.29764,-50.70515,0
-16.313993,26.940771,0
30.456858,-22.410732,0
21.060795,-45.086006,0
-8.116305,23.608084,0
23.62833,-25.425047,0
22.088675,-0.22484067,0
-53.07754,-28.756735,0
-3.190756,42.158234,2
32.807426,-18.277807,0
19.390108,-35.241913,0
7.149467,-34.84741,0
-29.968378,-16.639568,0
29.121944,12.213489,0
-58.84948,-21.460403,0
-45.21409,-38.84693,0
-49.23825,33.114567,2
-49.555946,7.810484,0
26.499132,50.277588,2
-22.400635,-30.587801,0
-6.927296,19.68985,0
8.518698,8.515128,0
-28.387302,18.836403,0
-1.3339756,-41.99417,0
-8.135856,-59.695538,0
7.817582,6.220857,2
-18.548548,54.720894,2
-32.641895,10.60412,0
-46.095955,-36.852047,0
-9.061667,-23.411959,0
42.26471,-11.956043,0
74.426,16.655306,1
12.173748,35.95016,2
-3.8090932,-12.353397,0
1.3734689,47.317055,2
28.067701,36.984806,2
-10.29776,-19.342567,0
-32.626076,12.067168,0
-33.131218,11.508244,0
-63.18803,-9.472315,0
30.909452,-37.485435,0
-16.505472,49.57233,2
-3.3740206,-6.486052,0
-1.7854922,0.31388915,0
-29.409319,-13.170648,0
14.302654,-9.136393,0
-6.2466736,43.242283,2
-8.053983,-24.527685,0
-25.889862,21.470533,0
31.639221,13.737514,0
-20.698856,9.442792,0
23.571167,-20.112679,0
-45.57137,-37.656967,0
15.483601,-2.9250662,0
12.803973,-29.279825,0
-19.499542,56.095013,2
0.47416437,53.71755,2
34.38329,-7.881985,0
-13.952715,-5.9865694,0
-25.544708,-24.505955,0
1.9865179,12.994369,2
36.122643,4.005816,0
5.5233064,-6.1603084,0
-45.32696,-35.88814,0
37.587765,49.27432,2
-1.5815431,-18.402626,0
30.619503,38.305504,2
-63.958233,-11.318743,0
-1.3562065,-65.78811,0
30.917883,-37.500072,0
27.187296,-26.449087,0
36.79681,49.01073,2
0.92698157,51.39298,2
-41.732773,7.1369753,0
42.83231,-0.25296098,0
-16.547081,76.21819,2
38.028282,7.527879,0
-4.691894,-26.376143,0
-2.7020304,19.271038,0
2.5779467,52.974846,2
-1.7278675,-11.747953,0
16.808697,50.584976,2
-21.431599,65.89336,2
-12.603529,27.26824,0
68.8164,17.53443,0
-51.225826,37.416763,2
43.266167,-0.19044852,0
-4.6069775,-13.401869,0
21.305403,58.924366,2
13.140551,-23.409916,0
-19.032928,-39.37547,0
2.773931,46.769863,2
-27.239742,-8.574717,0
69.90303,16.801025,0
-5.639121,18.657871,0
38.93704,54.537926,2
-57.900635,-20.748884,0
2.3373036,47.507748,2
2.9930358,2.405953,0
-2.9854205,16.877983,0
-15.208817,-6.4275866,0
-9.064666,-10.417555,0
41.916218,-22.095562,0
-8.831312,5.587874,0
40.021786,57.160683,2
-40.30811,-48.172474,0
-62.443863,-0.46245176,0
-21.492285,60.651344,2
30.806152,37.81853,2
7.6192565,-34.349968,0
-10.911928,27.12902,2
-12.203209,-5.1055536,0
71.76006,16.178894,0
5.741764,1.418214,0
-17.408417,-7.0281982,0
62.80023,19.48152,0
-17.555328,-6.8318286,0
-26.271078,-2.50816,0
12.091231,-61.512238,0
-17.194206,-40.081676,0
25.17464,58.61229,2
36.172882,48.672478,2
9.615932,-10.295256,0
-53.170563,7.9846373,0
-13.958533,69.97889,2
-9.840401,-18.34878,0
4.94471,-31.467943,0
25.415018,-27.645123,0
33.06353,-23.46195,0
-8.225794,51.984245,2
-63.18646,-1.7270335,0
9.552116,35.72173,2
35.860504,10.808332,0
-60.15138,-0.8421908,0
-55.41771,-26.141941,0
9.37629,46.707806,2
30.437197,58.1875,2
