TSNE1,TSNE2,KM_AE
-20.521297,-33.340107,0
40.825752,-27.783813,0
-16.714315,26.916286,0
-61.249077,-8.228713,0
44.236576,-6.979193,0
-35.039997,-59.437317,0
-53.449085,-29.463995,0
-47.121437,41.228268,2
40.880875,-28.627388,0
1.259292,-27.412493,0
24.424154,-30.21756,0
-6.1106873,42.514393,2
34.32027,13.477592,0
-2.4245172,18.64817,0
3.24769,4.4359603,0
16.505335,-26.1563,0
36.97042,48.252567,2
-28.525768,-7.6445165,0
-40.159927,-46.47053,0
-9.734473,8.943448,0
-37.232784,-47.784203,0
33.36268,-11.457121,0
30.904398,-14.8194,0
-3.4249682,-7.8801785,0
27.581482,56.43856,2
18.876665,-35.859554,0
0.7631608,13.183055,0
33.82159,-7.414137,0
-16.07973,15.240022,0
22.059055,52.839127,2
-20.626917,60.36699,2
33.892452,-39.703938,0
67.4907,17.63443,0
24.061037,-0.1858947,0
29.337538,-38.140575,0
11.264048,-23.167377,0
21.589428,-31.54712,0
20.177298,-46.11019,0
6.726429,-48.847794,0
-12.912482,16.838343,0
30.287783,58.603325,2
-16.009497,49.13901,2
-25.373726,-0.6733162,0
-60.380108,-15.280878,0
-0.1423512,-41.506584,0
41.266384,-4.746335,0
-1.085769,58.12779,2
-52.345512,-28.408012,0
-50.979393,32.14264,2
-60.917763,-20.08795,0
-8.250073,79.616905,2
-29.60579,-13.160687,0
40.58398,-5.334076,0
-62.397297,0.58677715,0
39.975693,56.939598,2
-45.718605,-39.19023,0
-6.9613876,7.269854,0
-26.644775,-11.455225,0
-2.8110352,-6.048446,0
0.2212869,-26.677036,0
-25.823732,-1.2417804,0
-41.1429,6.176745,0
19.307405,-2.5316083,0
32.629276,-4.6390142,0
-0.6043882,55.83683,2
-8.756788,-56.44932,0
-55.757545,-28.297838,0
-5.4815965,-7.783725,0
36.07552,7.844196,0
35.70578,44.363266,2
12.191707,35.87294,2
-21.790846,65.82089,2
-15.656456,-39.073887,0
15.747613,-47.059414,0
-9.497361,-23.545382,0
28.47204,12.675056,0
12.172468,-8.127881,0
-23.872534,-71.69423,0
-10.102524,-19.167788,0
35.843246,-5.1054263,0
-5.8636336,-31.122124,0
-42.51809,-38.483,0
-43.27153,6.5771136,0
38.967636,9.152551,0
-13.01268,-48.924908,0
-8.173353,13.037135,0
-42.50259,5.533786,0
-46.51201,-37.39134,0
-62.405903,0.58726937,0
30.128168,16.66784,0
-10.43581,-47.80526,0
8.768411,-5.987865,0
8.838647,35.95674,2
25.436438,-17.359663,0
-3.4942286,21.00829,2
-60.40136,-15.314966,0
24.859055,-18.08562,0
-10.352937,-4.09868,0
-63.15652,-9.468064,0
41.922535,-26.72915,0
42.45304,1.0948578,0
43.186806,-23.82629,0
39.725754,-17.595654,0
-6.4517574,-57.46573,0
-9.021606,-55.642452,0
-10.429793,8.793188,0
-8.497116,-60.44094,0
38.118202,-2.82844,0
39.368317,-9.132718,0
-10.241256,-47.645676,0
30.24277,58.267143,2
-13.553573,1.3393375,0
29.268908,15.852396,0
-1.0276381,-18.589708,0
39.757023,-19.694122,0
-50.5843,31.740877,2
11.130598,-29.073517,0
25.215937,58.44017,2
39.420063,55.504135,2
-48.74586,6.152666,0
-26.461046,20.4502,0
17.354645,46.883156,2
-12.374921,17.723545,0
-7.070199,-57.479797,0
5.397819,-51.148403,0
24.04438,-0.12169152,0
16.291676,36.124275,2
-20.713852,60.34156,2
-13.347481,16.580566,0
20.33918,-45.92805,0
-16.57274,26.592474,0
-40.773357,-45.602238,0
7.2506433,6.79789,0
-15.508161,14.705595,0
19.008276,58.590668,2
33.198727,14.220884,0
67.570564,18.025578,0
40.371822,-29.473734,0
26.077618,35.63373,2
0.94565135,-21.721613,0
-6.8422794,12.474756,0
-5.9258895,-30.8866,0
13.402146,35.568607,2
60.739822,20.967663,0
-47.581917,38.406094,2
-9.360884,21.326311,0
11.027188,-5.710639,0
28.489265,14.60144,0
41.933254,-4.138048,0
-9.559322,-58.209225,0
33.110157,3.6193027,0
30.588774,15.913479,0
-41.208645,-45.85038,0
-19.351398,-38.769287,0
8.855874,47.56553,2
24.526613,-28.522015,0
-18.76667,11.307643,0
38.84653,9.01549,0
-3.343043,20.987703,2
57.423107,22.379814,0
58.208656,19.249304,2
18.646456,-0.5326159,0
-0.10316468,-41.43662,0
-0.16035749,51.501278,2
33.639618,57.74233,2
-10.954001,78.51093,2
-19.364214,72.5641,2
-15.520946,47.49663,2
-6.0039964,-27.570723,0
-46.064873,-38.133415,0
19.299433,-48.72513,0
-11.970834,78.09747,2
-1.629255,-19.412512,0
41.98241,-3.2298334,0
-43.732735,-40.557907,0
10.054567,-60.01179,0
39.22007,55.52335,2
30.816587,15.895815,0
-27.044249,20.764925,0
-22.069307,-30.47068,0
25.002062,4.467094,0
-2.462095,58.02747,2
41.15801,-3.8689256,0
-39.93237,6.9210534,0
-46.117455,40.41784,2
-12.038704,18.053242,0
40.797466,-8.967381,0
31.55477,-10.868267,0
-1.1505467,-42.57944,0
12.551701,-6.3263083,0
-54.58179,28.421516,2
-2.0533063,1.5525932,0
-51.628872,36.163017,2
58.014977,20.079012,0
4.032817,3.4728851,0
35.478474,8.183361,0
12.32179,-28.403563,0
-8.163127,24.063602,2
-53.91666,5.9048824,0
-2.4192398,-65.0027,0
-8.327149,-26.221182,0
-51.949577,31.955168,2
-32.192303,10.49162,0
6.3988905,-46.19197,0
27.938154,36.35748,2
8.820566,-25.302628,0
16.266499,-47.30484,0
-21.48884,61.62428,2
-51.572006,31.512432,2
57.134575,22.56715,0
38.701878,7.6381145,0
12.1949,-23.734476,0
-7.2388897,79.86048,2
-6.4630823,18.656475,0
0.18522109,-63.415005,0
-16.79153,27.085428,0
-0.85555893,5.904095,0
33.67926,-6.9899263,0
30.443731,-17.856243,0
-63.210728,-10.388965,0
-14.455128,71.93892,2
17.913322,-30.014994,0
-17.938059,26.480326,0
33.405125,-10.915413,0
74.96118,17.091217,1
-1.0451001,-42.503513,0
39.334675,-7.4186616,0
-1.2101053,57.595165,2
34.488342,-34.621902,0
-26.88505,20.6765,0
-8.525469,24.88652,2
-8.223746,7.4375553,0
-29.079842,-15.741288,0
-26.947126,-7.3613973,0
7.626591,-53.060455,0
-48.817455,32.945473,2
-1.074346,50.582424,2
-16.28102,58.842587,2
13.080958,-3.651691,0
6.9150376,-66.20856,0
38.464214,-14.379438,0
42.90698,-14.567343,0
-26.153429,-25.033224,0
-9.763248,-0.5822942,0
-26.500902,-24.449663,0
1.5203162,-5.752658,0
-22.442183,24.382582,0
9.8034525,-61.580166,0
-20.030031,72.84022,2
-19.14434,-41.08137,0
-40.020634,-47.8556,0
-45.561596,-36.153034,0
27.627228,12.923562,0
-2.6055062,-1.997375,0
-60.165936,-16.77699,0
9.850058,-24.850197,0
-10.7779875,-13.726313,0
-12.189912,45.088684,2
-9.137849,-24.47788,0
5.1069503,-47.48265,0
-45.97869,-35.763115,0
-10.722588,-14.208894,0
25.960197,-17.061954,0
-11.071647,-46.702156,0
-9.560929,79.15029,2
27.699448,36.64937,2
34.266697,-7.7330403,0
41.33288,2.2355163,0
19.137476,-3.6786664,0
-25.257874,5.8253365,0
-25.158037,-27.588238,0
31.416662,-40.924343,0
-63.200195,-10.386396,0
42.47406,-27.144474,0
-25.010492,-24.898796,0
16.538412,47.766346,2
7.3951445,4.9483447,0
12.3829,-30.40393,0
-1.4395545,-3.2247837,0
-28.16484,6.4199224,0
10.3265505,-6.9018774,0
-13.840824,-5.236085,0
0.5498224,-25.638575,0
-13.050079,-5.7868576,0
-30.513777,14.699049,0
-8.367259,8.464034,0
-2.315279,18.211607,0
21.39527,-46.013535,0
-0.30090654,-64.5683,0
-16.600449,69.58987,2
18.52109,-0.49375087,0
-60.857365,0.25584483,0
-7.200645,80.104385,2
42.96123,-4.2950544,0
-20.680971,69.392975,2
-1.0408696,-25.869097,0
-19.12735,9.820081,0
26.860611,5.570231,0
-34.9061,-59.222378,0
-9.006811,21.801813,0
-48.550674,5.9164476,0
24.485933,48.270634,2
-4.159135,18.205433,0
21.79196,-30.643806,0
61.13714,19.358889,0
-9.091933,11.377366,0
-61.084465,0.31551105,0
17.581656,-40.910004,0
-17.42826,11.702658,0
-53.786007,7.8445835,0
-23.202785,23.423029,0
-39.968113,6.98525,0
-60.757465,-19.830606,0
18.27616,47.17778,2
-9.960427,78.95125,2
16.112333,-25.29107,0
-0.7037728,-22.93184,0
26.310162,6.467718,0
-60.31379,-19.207611,0
32.65993,55.44788,2
-59.303078,-20.181293,0
42.122143,2.5694494,0
-8.467383,7.208296,0
-20.784561,66.0081,2
27.138535,60.473343,2
12.427947,-9.105046,0
-1.7850747,-18.322098,0
36.532005,4.9801426,0
19.025118,-3.2034853,0
40.041046,-27.841465,0
-57.88471,-20.73911,0
-1.1992333,-1.9369406,0
-28.948465,-14.7870455,0
70.85131,16.466763,0
59.686485,22.885534,0
-6.488681,-17.56126,0
-13.129485,-8.891817,0
-25.122618,-26.991266,0
3.8109276,-49.879242,0
17.724173,-41.946667,0
33.22287,-33.623165,0
22.525005,50.04296,2
-10.047924,-19.935787,0
-48.78427,6.2248654,0
18.32908,35.936363,2
23.698902,-32.378456,0
-52.195904,8.038111,0
17.502056,47.50936,2
1.867995,-10.818193,0
-27.45649,20.023064,0
-59.84564,0.78951985,0
22.50623,52.47259,2
-26.623861,-6.907586,0
-9.364963,-9.997954,0
-24.463102,-24.394365,0
17.16311,36.140354,2
-17.85223,11.3548155,0
21.606146,-31.511906,0
-40.184013,6.117889,0
39.15871,-4.8577657,0
-15.546932,47.453278,2
-6.501427,-54.91982,0
-1.944733,-9.403819,0
35.28948,43.49804,2
-53.90735,6.518221,0
20.070883,-1.0171717,0
-27.96934,-5.485028,0
-3.2659912,-12.950019,0
38.84249,9.264283,0
-9.424995,-11.79698,0
-53.386597,28.213785,2
-6.8883243,-56.989918,0
-26.220385,-25.095116,0
14.158692,-60.779648,0
-14.053922,-47.141098,0
11.573621,35.666794,2
-22.771503,-33.02688,0
-16.638704,-39.732594,0
37.54266,50.16756,2
-16.303152,59.44153,2
2.029573,1.2565097,0
-24.286278,2.5518792,0
33.84398,40.417667,2
-22.044878,6.2537622,0
-11.535205,78.51688,2
-14.410459,46.071964,2
-15.224966,-39.368366,0
-12.343222,78.80994,2
-30.045006,15.069513,0
-39.580307,-45.202892,0
-10.858197,27.788519,2
41.258247,-5.9267993,0
-11.117838,-13.428584,0
32.639496,-35.36869,0
12.8356285,35.514698,2
-49.46301,7.632197,0
20.086378,35.449547,2
37.053787,7.7230906,0
36.2118,-30.451582,0
-20.830662,-31.945498,0
29.179071,-13.912028,0
-10.208934,-24.58396,0
18.76405,-0.9832388,0
-21.663935,65.35017,2
3.199738,47.06413,2
42.937416,-20.735401,0
-39.501064,-51.08423,0
-4.9766083,8.744355,0
34.619415,-36.742176,0
5.5779734,-50.839397,0
-59.379353,0.63185,0
-8.874687,-23.49841,0
-5.606168,-63.409714,0
35.712524,4.424851,0
-38.12465,-47.66907,0
-36.35603,-58.94737,0
-1.0209562,-31.760937,0
26.87202,60.592648,2
33.24283,10.960607,0
-25.971218,-1.267808,0
-14.214363,-6.397001,0
23.357056,0.1626989,0
-7.972223,21.572756,0
-55.63168,-27.501343,0
28.820988,60.025826,2
16.359991,-40.273205,0
-25.816238,21.443714,0
-10.443212,27.74841,2
27.04754,35.875217,2
33.877483,-40.776627,0
6.9873734,4.900192,0
43.34484,-2.7725055,0
39.66866,-17.879976,0
11.949058,-5.5150146,0
9.466201,-62.115986,0
-28.976755,18.431845,0
-29.02948,17.873783,0
-39.532413,-51.10631,0
-54.40937,-29.057854,0
31.884432,-36.303944,0
16.232618,-45.23688,0
34.07365,-5.8181977,0
-18.232086,-39.747803,0
29.2722,-38.29971,0
-9.36985,-8.629523,0
-34.778675,-61.200535,0
-15.240308,63.405968,2
14.572299,-26.486761,0
36.574284,0.850573,0
-49.47901,7.6614127,0
-10.970467,27.207155,2
16.433283,46.008385,2
16.787727,-1.484216,0
40.137882,-20.295883,0
30.913013,-15.824554,0
-51.235134,31.133654,2
2.547085,-11.814972,0
-51.607586,7.1898785,0
2.7608895,47.117764,2
-8.753591,79.17795,2
10.909277,37.11268,2
-59.412724,-20.29213,0
-14.177797,-5.650203,0
16.436756,-39.498528,0
14.486035,-60.365963,0
-4.868452,-27.249945,0
-2.003533,-22.576412,0
32.20282,-24.422401,0
-53.53658,28.381186,2
-5.7462034,-28.878065,0
33.991867,58.0799,2
6.452339,-66.40571,0
-12.435749,-4.8860044,0
-9.522551,-25.07521,0
-22.131044,-74.49116,0
8.197163,-2.0518196,0
23.526577,-20.421463,0
-22.358532,-33.53484,0
-21.48881,68.882385,2
35.76861,-27.699417,0
-16.903845,75.79106,2
12.886845,-23.208986,0
20.944513,-45.22674,0
27.197914,5.4233675,0
19.394514,-51.14349,0
24.520847,-30.902615,0
7.112497,-52.521122,0
36.145023,44.170578,2
9.133646,-51.649246,0
19.408539,-34.568764,0
-15.514231,-5.8866954,0
7.0593204,0.36672914,0
24.656681,-24.997522,0
38.77672,54.108795,2
-11.777883,74.744965,2
-14.341186,27.100784,0
1.9884417,51.764393,2
-0.76393604,-21.19733,0
18.271301,-0.47552627,0
-40.704937,-46.77025,0
71.51859,16.276863,0
32.37317,-4.2933164,0
-19.858673,25.537907,0
15.348791,-4.9618998,0
1.0867325,-21.05072,0
27.830225,-14.671652,0
25.882555,-16.21556,0
-15.407529,47.668297,2
27.27594,56.062542,2
38.12156,-14.138167,0
8.348897,-9.067937,0
61.902462,20.565786,0
-16.43632,16.436377,0
-16.264256,76.03521,2
33.26276,-23.692993,0
1.7173717,8.7774315,0
-10.255099,-17.478464,0
-12.6051,-47.32413,0
1.2283989,-20.273928,0
-8.114468,-59.66089,0
-1.431878,-20.537119,0
19.312706,-34.35606,0
1.4863266,50.492264,2
-15.720583,62.77516,2
-41.886345,-46.25206,0
57.394093,23.69606,0
30.558815,-15.547003,0
33.31885,58.504005,2
-10.476598,-4.197823,0
-21.265203,23.506786,0
-0.579098,-12.031434,0
-40.36159,3.3346457,0
-13.702406,3.9033937,0
-32.887787,10.045704,0
-61.222878,2.0353086,0
3.005619,-10.536076,0
30.976824,-39.493553,0
-50.310604,31.486088,2
-15.576476,26.7832,0
-22.298592,-74.848625,0
-4.3568964,-34.854855,0
-50.07882,8.548126,0
38.499912,53.26752,2
32.212193,39.313274,2
3.4285512,-47.123623,0
-4.9402213,-13.995148,0
15.805232,-40.50386,0
11.652161,35.403355,2
-21.690083,-75.31576,0
25.831953,12.755845,0
31.024668,-7.1614647,0
-22.360188,-73.17752,0
-22.14368,7.7061396,0
-16.77179,49.330135,2
17.88137,-40.197384,0
17.187893,36.000317,2
-14.141982,-46.305702,0
-43.007946,-38.31259,0
-21.66332,67.24062,2
-18.344025,53.393375,2
19.70792,-46.660572,0
72.87765,16.105778,0
8.484083,8.367065,0
33.04848,-23.656233,0
17.927485,-27.370573,0
-19.713034,-40.805233,0
-25.02153,2.6562572,0
-60.565594,-8.699275,0
-13.315583,78.28385,2
-38.881668,-50.63319,0
12.376617,-28.733223,0
-13.491699,-51.24179,0
-22.84075,-33.129436,0
18.28978,-46.276016,0
25.76696,48.65123,2
27.452293,60.58298,2
20.920969,-34.376373,0
-3.5767674,-18.965805,0
40.6931,-5.643703,0
27.37065,-15.123939,0
-32.92759,-61.208454,0
-11.150216,-0.09703733,0
-17.427923,26.471022,0
2.1304061,-43.630466,0
-1.2833385,-2.2563217,0
-29.7699,16.658062,0
-15.245781,77.279366,2
-1.2880723,-20.831701,0
0.7476981,-20.387949,0
-3.840094,52.700924,2
4.1782756,-12.0231495,0
-18.401632,54.10292,2
75.04999,17.165808,1
37.579205,51.15541,2
27.371025,7.6357923,0
24.533365,-27.797112,0
3.8170407,36.60789,2
24.950893,-18.657915,0
25.903908,60.673576,2
-55.073513,27.959684,2
6.336303,-32.707214,0
-9.794921,-20.027565,0
-27.177706,-7.9293313,0
-12.40931,-12.484672,0
-27.475117,-7.136592,0
-26.396185,-9.503009,0
65.98719,18.921076,0
-33.217175,11.53392,0
-3.8694334,55.657932,2
-50.49795,31.66085,2
22.539167,49.994343,2
33.34352,57.56254,2
21.106163,-50.475292,0
39.397026,56.312523,2
-39.228283,-47.27222,0
30.379137,-7.3655787,0
2.2101178,38.0956,2
10.863524,36.266968,2
6.232003,-45.43414,0
70.36393,16.68628,0
-1.4774909,-44.07888,0
-3.473385,-7.9073515,0
4.518305,36.6892,2
-41.274433,-45.892944,0
18.747896,58.438484,2
1.3018687,-19.099195,0
-20.342468,-32.25383,0
41.12009,-16.73858,0
-16.835455,-41.800358,0
35.021236,-20.179531,0
6.5417814,-6.824769,0
-12.513649,44.729458,2
27.445995,58.959396,2
0.23118848,-63.326008,0
-14.479369,-6.0249977,0
-26.835762,-19.212063,0
3.9461093,0.07336434,0
38.871082,9.173501,0
-29.642998,-12.525697,0
-12.573852,45.435303,2
-27.917747,-3.4948945,0
14.182712,-58.892242,0
36.80417,5.047195,0
39.611725,-15.514245,0
-62.410526,-6.51851,0
43.823364,-0.72473544,0
-7.627541,-25.207695,0
-9.049327,-0.86293924,0
-33.146397,10.771473,0
-50.859425,30.775549,2
-61.037823,-17.96337,0
-34.691147,-62.70607,0
-13.531499,17.23751,0
39.586494,-29.015247,0
3.5086155,37.683277,2
-3.9809215,-34.626183,0
-21.98666,66.25567,2
24.797628,48.80551,2
-63.89167,-11.308794,0
8.597025,-54.113064,0
34.118755,-2.420091,0
39.512077,-15.145796,0
-3.7217453,-11.568661,0
59.91842,21.73781,0
-10.532533,19.593264,0
-7.852362,-26.974699,0
18.604969,47.33119,2
58.34295,23.708744,0
18.650234,-3.9831328,0
0.39931482,-64.80469,0
-41.277737,4.2576017,0
1.8975849,37.443195,2
44.05571,-14.049945,0
0.9585319,12.753314,0
-1.734286,-24.785027,0
41.995766,-25.520952,0
-19.92257,25.589966,0
-53.50001,28.334936,2
-11.655444,74.84909,2
-27.255194,19.891315,0
-4.194927,-11.938654,0
32.301506,10.07554,0
2.556238,-44.70058,0
-0.40453067,-31.43557,0
-33.337406,10.857734,0
-17.078112,48.992306,2
42.470787,-16.612186,0
-21.688446,24.340244,0
33.712177,-1.8744078,0
1.9956683,7.067698,0
-7.7495074,52.403248,2
2.042734,37.80717,2
37.23293,48.75236,2
-21.376793,-73.12269,0
9.070012,-33.35634,0
-54.80104,-26.731554,0
-20.95117,68.9061,2
-41.23966,-47.062206,0
28.918947,36.33841,2
-23.116076,23.84655,0
-0.12936005,40.698196,2
35.219337,-29.099995,0
-4.4762664,42.421753,2
35.369305,44.001217,2
-6.267907,-28.415375,0
43.560734,-0.52794933,0
39.21502,56.897675,2
19.137012,-37.277138,0
-54.46026,28.282146,2
40.463215,-20.362713,0
-14.215307,-0.9317087,0
-7.102088,-27.340265,0
-40.4325,7.612974,0
-13.917306,-46.188335,0
-7.597698,52.528698,2
11.41123,-60.62825,0
-40.07746,-50.023335,0
-0.94349164,40.495396,2
21.888567,-49.994377,0
9.554655,35.715443,2
23.04285,-18.688673,0
-12.70914,7.0061016,0
-9.144097,22.197136,0
19.880835,-36.36069,0
42.25393,-27.869469,0
-17.128788,26.845642,0
32.44433,-22.199896,0
39.404835,8.135565,0
8.163939,46.832016,2
31.018866,7.296583,0
20.687244,-47.5447,0
-12.293902,72.33757,2
-17.512104,52.256393,2
-11.389284,27.532093,0
-57.51725,-20.416298,0
30.479105,53.120354,2
0.43050924,-1.0778279,0
-27.409956,-12.508621,0
-9.085829,-17.903997,0
34.309372,41.647137,2
40.29294,-8.552324,0
-42.42517,6.62302,0
7.9919796,-0.36988473,0
-1.4009618,40.798477,2
-54.352077,5.9553547,0
-10.486225,-24.964788,0
-55.394714,-26.122778,0
59.1249,23.07619,0
8.7261305,-8.024766,0
-17.525028,52.24437,2
24.70405,3.8039012,0
-10.797919,-13.737758,0
10.910134,-30.50867,0
5.799569,7.9185276,0
2.7550244,0.14426106,0
39.51436,57.268776,2
26.439775,36.053276,2
39.305847,-15.511888,0
9.136497,-61.35797,0
41.08452,1.0415304,0
34.16941,2.0748336,0
17.266489,-40.294872,0
13.109286,-29.74016,0
4.569471,-11.964677,0
-2.6503441,17.185383,0
-7.7634373,15.335443,0
-18.060013,53.72827,2
35.945942,43.78188,2
-25.542551,3.1358967,0
32.413418,55.227734,2
-28.586319,-17.6089,0
34.48773,11.955589,0
-11.148052,78.76562,2
35.067917,1.7227755,0
-19.11566,74.042435,2
-26.621572,-9.40369,0
-7.1829796,52.076786,2
-27.88103,-19.00671,0
-8.457164,79.46568,2
-11.862582,45.55257,2
-24.353262,2.552457,0
60.388798,20.528643,0
42.900448,-26.39335,0
1.2758545,-20.051702,0
42.932243,-10.802575,0
-19.536821,-38.53425,0
38.074,51.624516,2
33.662697,-40.707436,0
-16.50324,-38.9386,0
-24.522585,-25.24217,0
34.53009,-31.533792,0
-33.360588,11.575433,0
43.874977,-5.0170474,0
-26.59971,21.061066,0
-11.15824,-4.3866243,0
75.101135,17.210875,1
0.94766283,-26.495028,0
16.244106,-26.831623,0
41.18831,-15.157647,0
-2.812714,-6.0503025,0
1.0732371,48.735218,2
19.359743,-3.7761574,0
34.23043,41.728477,2
19.043236,36.65025,2
-15.470396,-39.55739,0
-3.3154466,50.32612,2
-8.827473,-58.87715,0
-45.739616,-36.372208,0
-17.024069,49.948044,2
-60.284794,-1.6441,0
-3.926119,8.719096,0
8.037854,-65.401085,0
-2.4996908,-0.42847586,0
15.592851,-44.956917,0
-8.516791,51.71736,2
24.043274,-18.443262,0
17.404575,50.640324,2
-28.0601,-18.28323,0
11.601745,35.548386,2
0.52539027,-27.031118,0
-20.67007,70.938835,2
31.176987,-11.10474,0
-63.945824,-11.316823,0
7.4043264,-34.67223,0
-7.8739114,8.840395,0
59.65049,20.681574,0
-9.759016,-18.287764,0
-6.3013396,80.397415,2
-50.38562,31.558458,2
-29.53413,-12.874124,0
-21.015339,59.666504,2
1.8016499,49.775143,2
28.221483,13.500906,0
25.659046,52.171303,2
33.079105,-23.323036,0
17.437845,-33.1422,0
-0.40011945,-1.5572331,0
-27.924206,19.07071,0
-6.0718193,80.31154,2
19.202007,-3.564952,0
-36.27068,-61.166367,0
-62.71491,-1.7065377,0
-45.92292,38.69388,2
0.5283103,-5.6966987,0
-53.822834,29.880766,2
-54.279182,28.075157,2
-61.458275,0.41457316,0
15.745452,36.079563,2
-8.909664,79.50997,2
8.425479,-33.484596,0
-2.2898116,-62.68915,0
42.771706,-27.30902,0
26.57378,-27.105957,0
-20.525095,69.864235,2
-3.7200882,49.985313,2
-51.303566,6.818374,0
-33.98517,9.960972,0
20.55237,35.267906,2
19.756443,-34.87136,0
-12.017433,18.042887,0
-21.668585,66.72185,2
-28.478594,-8.265261,0
2.0074604,37.72855,2
-18.867928,-40.96372,0
41.916225,-22.095642,0
-0.666645,7.358303,0
63.62152,20.409113,0
-29.664675,16.728394,0
-12.500695,17.811047,0
-18.147484,-39.707,0
-0.4331836,-64.859344,0
6.2831645,7.9911685,0
8.518338,8.896561,0
2.8935888,-33.29907,0
-19.988152,-77.58275,0
-34.32502,-62.36866,0
22.435173,-50.910446,0
-14.974026,76.94132,2
40.947937,2.8285599,0
43.9169,-15.158395,0
17.608784,36.82225,2
-1.6071388,-62.995693,0
23.871237,-18.572912,0
12.078868,-60.67928,0
-12.943217,45.807133,2
26.077717,-28.00419,0
32.700947,-5.984211,0
37.31716,4.6426783,0
30.39697,-14.737206,0
-2.7462316,-63.42306,0
21.096716,-50.77954,0
69.95958,16.937986,0
34.124653,40.22862,2
-33.64,11.004038,0
0.36919054,39.493603,2
-0.1435302,5.983554,0
57.365364,23.063326,0
19.614367,-0.4724321,0
-20.27713,-77.205086,0
-9.047291,-12.528387,0
32.160572,-23.409899,0
-9.281222,12.666132,0
38.163643,52.37868,2
-9.661008,0.1938427,0
29.597017,-37.314163,0
41.013523,-7.361224,0
73.91867,16.349995,0
-1.5126938,-11.057334,0
-0.33149707,-20.433508,0
-61.337242,-18.35671,0
-7.6920085,-18.501616,0
-28.022581,-17.219158,0
9.397041,-54.131153,0
-12.4759245,-49.6463,0
-20.043404,25.683556,0
12.649304,-23.624678,0
-26.40904,-8.242437,0
-8.820455,21.417734,0
-3.731719,19.257492,2
60.87267,22.424786,0
44.189957,-13.769618,0
-27.76386,-9.149138,0
43.431602,-20.38627,0
-19.427992,73.62563,2
-6.0115623,-56.046616,0
-49.21111,34.014675,2
17.831263,46.633015,2
-14.364892,72.14223,2
-26.599247,20.52101,0
58.21394,23.084934,0
-19.224503,12.122767,0
8.913751,-6.7825284,0
7.5523868,47.28214,2
40.74212,-28.890467,0
27.283945,60.20088,2
29.742876,52.94042,2
-26.347752,-7.629267,0
19.677822,-49.216396,0
8.589778,46.986637,2
-22.2556,-31.248367,0
16.949362,-49.60094,0
-6.4956694,42.601353,2
-8.892316,-55.49243,0
-50.504604,31.667278,2
-12.657713,2.186336,0
16.408737,-2.3130074,0
-2.1476142,-11.230173,0
-13.915204,17.015755,0
8.218253,8.425655,0
27.371176,51.284855,2
37.99683,52.727467,2
-51.31323,6.8287454,0
36.06192,2.8824317,0
-45.681297,-39.164993,0
-7.6304784,-55.218807,0
-9.128443,-59.67617,0
25.538712,35.655968,2
31.479979,55.9742,2
-42.90918,-38.22236,0
-27.738562,6.2218266,0
3.180261,3.7443943,0
8.952817,-10.452918,0
-49.326057,7.3648767,0
34.204666,8.054256,0
4.8080015,52.481033,2
-1.0330771,5.153027,0
-10.475555,-12.501324,0
-6.3479033,80.2522,2
-10.132068,15.335287,0
-35.88438,-57.232697,0
16.128029,47.209637,2
-52.962254,-27.900963,0
14.525811,-23.655487,0
7.744546,-53.93499,0
-40.69603,-49.03775,0
-50.248272,32.713535,2
18.638231,-26.886703,0
-21.61142,-72.26795,0
-25.027292,22.175365,0
0.9848432,-21.138067,0
-8.747116,-56.406822,0
-58.638046,-22.593521,0
32.676754,-23.784803,0
-60.38428,-17.064388,0
-15.759697,71.43526,2
-30.252846,-9.326321,0
32.253235,-4.296319,0
13.583178,-60.065887,0
-28.653137,-15.471508,0
34.447285,-10.143629,0
22.690275,52.01393,2
-13.63311,-49.567844,0
-8.501217,12.306842,0
-47.13169,38.44463,2
21.283855,-33.069916,0
-40.621525,3.3697648,0
-11.325552,8.56818,0
14.383064,-60.492058,0
34.627655,12.556787,0
-27.778778,-5.558731,0
-3.0114007,-34.011696,0
-9.04918,-25.116346,0
35.260525,-28.750463,0
-12.866088,26.814342,0
-25.912727,-0.14957476,0
8.250525,-2.2039802,0
33.007202,-8.641512,0
-9.4224615,-19.216908,0
-62.555767,0.5899559,0
-48.987663,32.999474,2
-5.8306246,-56.810143,0
-18.978842,-77.70364,0
-24.715155,-71.67912,0
11.1703205,-29.046423,0
-12.515049,45.504974,2
20.322489,36.312626,2
33.106735,4.1898813,0
-21.015036,61.81317,2
33.17009,-39.873196,0
7.6199775,7.441679,0
-1.8358,51.26453,2
29.933733,59.604992,2
4.3644533,-29.846834,0
-11.184974,-8.535415,0
6.405996,36.254787,2
-14.234352,46.364117,2
-52.223576,-27.61523,0
35.007545,-37.14985,0
39.556717,-18.48002,0
-10.687334,-8.657932,0
-61.57509,-0.6297802,0
-41.157127,4.1333146,0
-19.644167,72.664375,2
12.98624,-22.862333,0
25.985613,35.858974,2
-12.945422,16.863907,0
-2.3216746,-19.46734,0
5.7232976,-2.663189,0
-20.4136,57.281116,2
26.739597,7.113388,0
-7.8794327,-13.538426,0
-4.1859956,-26.482115,0
23.669392,49.826447,2
30.202225,-11.109461,0
21.325533,35.357086,2
-62.81621,-10.307146,0
27.448479,60.507156,2
58.267075,23.507923,0
6.1760716,-45.551804,0
